loss,val_loss,mae,val_mae,mape,val_mape,root_mean_squared_error,val_root_mean_squared_error
3528.49462890625,1520.8055419921875,42.84276580810547,30.49297332763672,53.847801208496094,42.8428840637207,59.40113322914176,38.99750686892929
1284.954833984375,992.6321411132812,27.22166633605957,24.598459243774414,33.424617767333984,36.553794860839844,35.84626666731663,31.506065148051754
909.0338134765625,797.5255737304688,22.94036102294922,21.748876571655273,28.95262336730957,30.1912784576416,30.150187619259725,28.240495281252926
774.99365234375,760.5076904296875,21.204790115356445,20.02705955505371,26.62769317626953,23.517498016357422,27.83870780664487,27.57730390066599
792.5597534179688,799.444091796875,21.38442611694336,22.661283493041992,25.935354232788086,32.23189163208008,28.152437788191076,28.274442378177415
663.3666381835938,798.5814208984375,19.448528289794922,20.574560165405273,23.793941497802734,24.57784652709961,25.755904918748122,28.259182948175226
670.6976318359375,697.1620483398438,19.593332290649414,19.612747192382812,23.53925895690918,22.71186637878418,25.897830639571676,26.403826395805662
639.3870239257812,842.038818359375,19.13018798828125,22.15591812133789,22.546016693115234,25.186735153198242,25.286103375684068,29.01790513388889
651.5263671875,695.541748046875,19.271684646606445,19.548051834106445,22.46442413330078,23.320953369140625,25.525014538438562,26.37312548877882
622.4199829101562,686.7382202148438,18.8457088470459,20.007070541381836,21.877193450927734,26.99806022644043,24.948346296100596,26.205690607477678
596.9229736328125,641.9637451171875,18.423696517944336,18.730140686035156,21.54629135131836,21.866445541381836,24.432007155221868,25.33700347549385
628.9600219726562,656.2968139648438,18.994731903076172,19.72610855102539,22.31163787841797,23.119497299194336,25.07907538113509,25.618290613638603
589.9232177734375,674.4537353515625,18.463138580322266,19.1738224029541,21.654312133789062,21.55850601196289,24.28833501443517,25.970247117645272
587.087890625,702.8538208007812,18.417491912841797,19.54557228088379,21.164165496826172,22.547739028930664,24.229896628442308,26.511390397351498
561.9094848632812,745.7537231445312,17.953678131103516,20.830591201782227,21.077585220336914,24.09308433532715,23.704630030086555,27.308491777184095
587.1122436523438,743.99072265625,18.47979164123535,21.243465423583984,21.90601921081543,25.949316024780273,24.230399164114978,27.27619333147956
573.7498779296875,817.9364624023438,18.210956573486328,20.985057830810547,21.130136489868164,25.155738830566406,23.95307658589367,28.599588500577134
647.3612060546875,619.716064453125,19.223175048828125,18.458959579467773,21.828887939453125,21.624174118041992,25.443293930910116,24.894096980069893
579.7468872070312,740.2398071289062,18.211652755737305,19.43368911743164,21.583959579467773,19.880796432495117,24.077933615803314,27.207348403122754
587.3650512695312,717.9921264648438,18.514005661010742,19.890705108642578,22.477903366088867,23.84925079345703,24.23561534744953,26.7953750946846
607.48193359375,704.2813720703125,18.732097625732422,19.131391525268555,22.144912719726562,23.095367431640625,24.64714858951741,26.538300097600686
639.0100708007812,734.8154907226562,19.148714065551758,20.961483001708984,22.34632682800293,31.996158599853516,25.278648516105076,27.10748034625602
543.5501708984375,724.468994140625,17.84147071838379,19.925273895263672,21.423274993896484,24.30894660949707,23.314162453290866,26.915961698230756
640.346435546875,829.8921508789062,19.087913513183594,21.644941329956055,22.221588134765625,25.642131805419922,25.30506738870448,28.807848772147256
593.92431640625,736.1222534179688,18.62168312072754,20.28801155090332,22.8653507232666,23.8118839263916,24.370562496714147,27.131572999329926
692.4197998046875,715.4005737304688,19.934711456298828,19.441770553588867,25.3294734954834,22.79880714416504,26.31387086319091,26.746973169509644
643.2195434570312,747.724365234375,19.33470916748047,19.675113677978516,23.387277603149414,23.379587173461914,25.36177327114631,27.344549095466448
587.1378173828125,637.909912109375,18.45578384399414,18.471025466918945,22.34930419921875,21.131546020507812,24.230926878326642,25.256878510801272
