loss,val_loss,mae,val_mae,mape,val_mape,root_mean_squared_error,val_root_mean_squared_error
5418.13916015625,1855.468505859375,55.155391693115234,33.50908279418945,66.10861206054688,47.0599479675293,73.60801016299958,43.07514951639025
1593.5870361328125,1294.8123779296875,30.429277420043945,27.195907592773438,41.059444427490234,32.311458587646484,39.919757465856584,35.98350146844645
1172.614013671875,1445.769287109375,26.227935791015625,28.016088485717773,32.912437438964844,27.823341369628906,34.24345212842705,38.023272966820926
1032.6820068359375,877.623046875,24.420421600341797,23.112112045288086,29.62552833557129,35.32569122314453,32.13537002799155,29.62470332129927
779.5291137695312,800.8761596679688,21.29708480834961,20.670812606811523,26.579551696777344,25.571306228637695,27.92004859898226,28.29975547010908
749.8174438476562,777.4171142578125,20.781166076660156,20.505813598632812,25.522903442382812,25.42854118347168,27.38279466832515,27.882200670998202
681.65673828125,805.672119140625,19.893726348876953,20.99574089050293,24.370222091674805,23.976009368896484,26.108556801961498,28.38436399041953
648.2117919921875,781.879638671875,19.3607234954834,20.469402313232422,23.62683868408203,23.225143432617188,25.460003770466876,27.96211076925122
644.9390869140625,676.41796875,19.390771865844727,19.79056739807129,23.589733123779297,26.924177169799805,25.395650944877598,26.00803661851467
629.3186645507812,884.9042358398438,19.034456253051758,21.941370010375977,22.60359764099121,24.023090362548828,25.086224597391716,29.74733997922913
651.0875244140625,691.3377075195312,19.463998794555664,20.75872039794922,22.763254165649414,29.687572479248047,25.516416762822764,26.293301571303882
597.0823974609375,726.1149291992188,18.524147033691406,19.40772819519043,21.800752639770508,21.083356857299805,24.435269539355147,26.946519797540066
562.2817993164062,1344.727294921875,17.9163875579834,30.10181427001953,20.797500610351562,42.44261932373047,23.712481930755505,36.67052351578683
688.8643798828125,1195.7802734375,19.9013729095459,26.339454650878906,23.342992782592773,24.467987060546875,26.246226012187208,34.580056006858925
677.9148559570312,663.5874633789062,19.79804801940918,19.732946395874023,22.76064682006836,23.763486862182617,26.036798112614218,25.760191446860528
536.0315551757812,661.3226318359375,17.45932388305664,18.625038146972656,20.018781661987305,19.678709030151367,23.152355283551202,25.71619396092543
518.5140991210938,697.516845703125,17.306230545043945,19.456064224243164,19.859960556030273,21.590312957763672,22.770904661894612,26.410544214444446
506.15911865234375,791.1607055664062,16.98501968383789,20.95240592956543,19.489131927490234,23.4656925201416,22.497980323850044,28.12757909181674
614.0097045898438,654.6349487304688,18.825469970703125,19.598739624023438,21.930875778198242,26.046545028686523,24.779219208640207,25.585834923458503
563.7025756835938,931.1807861328125,17.86294937133789,23.89955711364746,21.122407913208008,27.840423583984375,23.742421436820504,30.515254974075056
688.0097045898438,690.0468139648438,20.025861740112305,19.517932891845703,22.785558700561523,22.95926284790039,26.22993908856526,26.268742146605415
585.6180419921875,783.9439697265625,18.277421951293945,22.279253005981445,21.466211318969727,32.12068557739258,24.1995463179,27.998999441525807
543.0645141601562,994.0958251953125,17.80607795715332,23.12737464904785,21.545795440673828,21.872072219848633,23.3037446381511,31.52928519956189
646.9172973632812,889.4683837890625,19.163776397705078,21.82558250427246,21.150110244750977,22.801668167114258,25.43456894392514,29.823956541496344
625.2864379882812,652.4296875,18.894779205322266,19.502914428710938,22.75730323791504,25.533309936523438,25.00572810354222,25.542703214421138
531.69287109375,1136.26904296875,17.557384490966797,26.507280349731445,20.165536880493164,33.11415100097656,23.05846636473792,33.708590047178625
530.0736083984375,735.5628662109375,17.292930603027344,20.113367080688477,20.383455276489258,24.32514190673828,23.023327483194898,27.121262253275336
557.5740356445312,860.1914672851562,17.904848098754883,22.706295013427734,20.93155860900879,29.739072799682617,23.613005646137708,29.329020905668777
670.2208862304688,689.6647338867188,19.710845947265625,19.610525131225586,22.531192779541016,22.904024124145508,25.88862464926379,26.26146861633444
698.4039916992188,647.9249267578125,19.872644424438477,18.785871505737305,22.911359786987305,21.195289611816406,26.427334176931634,25.454369502264488
607.186767578125,1042.140380859375,18.757553100585938,24.339393615722656,22.413583755493164,30.112079620361328,24.641160029067727,32.28219913294903
599.8936767578125,801.524169921875,18.539735794067383,20.50535011291504,21.852319717407227,22.310752868652344,24.492727017582435,28.311202198456268
582.4280395507812,644.6278076171875,18.404104232788086,18.728801727294922,22.666452407836914,21.754901885986328,24.133545938191123,25.389521610640628
640.7517700195312,765.1871948242188,19.23279571533203,21.91820526123047,22.990835189819336,33.370567321777344,25.313075080272867,27.662017186463803
693.8433837890625,2384.6015625,20.222782135009766,40.125797271728516,24.707162857055664,46.70762634277344,26.34090704188188,48.83238231440281
932.7064819335938,1455.6942138671875,23.282733917236328,30.42782974243164,28.605600357055664,38.64418029785156,30.540243645616087,38.15356095919734
712.6019897460938,819.4017944335938,20.462060928344727,22.293291091918945,25.693347930908203,27.448301315307617,26.69460600469866,28.625195098611883
605.72314453125,665.107177734375,18.882015228271484,19.428125381469727,24.316667556762695,25.470216751098633,24.6114433654601,25.789671919866972
596.346435546875,810.525146484375,18.827983856201172,22.13741111755371,22.955352783203125,27.183568954467773,24.42020547716327,28.469723329958356
718.6173095703125,1512.67431640625,20.533510208129883,29.73543357849121,25.36452865600586,28.47739028930664,26.807038433409843,38.893113997290705
783.0183715820312,985.4124145507812,21.31157875061035,24.335447311401367,25.597843170166016,31.556201934814453,27.982465430730567,31.391279275473646
750.4625244140625,984.8397216796875,20.80747413635254,24.02520751953125,26.47203254699707,53.35662841796875,27.39457107556281,31.38215610310559
674.0796508789062,1263.9715576171875,19.990734100341797,26.58183479309082,27.796188354492188,29.1898136138916,25.96304394478633,35.55237766475243
